fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at;cycle_phase;cycle_factor
0,00;0,00;0,07;0;7694792;10071032;10067408;372607081;6652902;636350;2024-11-12 04:57:06.277;0.839;-0.848
0,00;0,00;0,10;0;7700364;10070064;10080415;371750369;6653959;636283;2024-11-12 04:58:54.591;0.839;-0.847
0,00;0,00;0,06;1;7698304;10070750;10054048;374510357;6644665;634795;2024-11-12 05:01:09.648;0.839;-0.847
0,00;0,00;0,05;0;7708526;10070064;10061738;379489061;6676558;634621;2024-11-12 05:03:15.237;0.839;-0.846
0,00;0,05;0,05;0;7695122;10071853;10064521;374389136;6678775;635672;2024-11-12 05:06:35.163;0.840;-0.845
0,00;0,00;0,00;0;7704417;10070653;10068409;373325908;6646349;635487;2024-11-12 05:08:00.848;0.840;-0.845
0,00;0,00;0,05;0;7705906;10070064;10065398;378841868;6653714;638913;2024-11-12 05:08:46.036;0.840;-0.844
0,00;0,00;0,05;0;7708445;10070064;10057382;369046139;6701142;635781;2024-11-12 05:11:13.143;0.840;-0.843
0,00;0,04;0,09;0;7719750;10070575;10065665;377394669;6722057;635365;2024-11-12 05:14:20.876;0.840;-0.843
0,00;0,00;0,02;0;7694792;10070861;10063455;379800531;6665109;636635;2024-11-12 05:16:45.142;0.841;-0.842
0,00;0,00;0,07;0;7721466;10071263;10059554;374905411;6724298;644264;2024-11-12 05:17:41.645;0.841;-0.841
0,00;0,00;0,05;0;7708647;10071015;10067906;371696876;6650816;640399;2024-11-12 05:20:00.240;0.841;-0.841
0,02;0,00;0,06;0;7706034;10073570;10075065;367909860;6684216;639096;2024-11-12 05:21:22.503;0.841;-0.840
0,00;0,03;0,06;0;7711452;10071137;10078271;371955288;6699143;646482;2024-11-12 05:23:20.217;0.841;-0.839
0,00;0,00;0,08;0;7701312;10070064;10061621;375071156;6690871;637752;2024-11-12 05:24:34.465;0.842;-0.839
0,00;0,00;0,05;0;7694792;10070064;10067249;372703431;6727412;647167;2024-11-12 05:27:20.196;0.842;-0.838
0,00;0,00;0,04;0;7705902;10071245;10071535;377532821;6668566;640167;2024-11-12 05:28:48.215;0.842;-0.837
0,00;0,00;0,06;0;7712749;10070843;10073776;370193266;6694028;646266;2024-11-12 05:31:00.251;0.842;-0.837
0,00;0,00;0,07;0;7713949;10071909;10066601;376998266;6735551;640234;2024-11-12 05:34:02.333;0.842;-0.836
0,00;0,00;0,08;0;7709194;10072341;10074214;380439201;6749664;646131;2024-11-12 05:35:13.098;0.843;-0.835
0,00;0,00;0,00;0;7705899;10070295;10067052;377978266;6660796;641937;2024-11-12 05:38:30.465;0.843;-0.835
0,00;0,00;0,08;0;7702633;10070921;10069535;375230595;6740406;647430;2024-11-12 05:39:13.387;0.843;-0.834
0,00;0,00;0,07;0;7702304;10072216;10070512;366682947;6757020;646436;2024-11-12 05:41:29.928;0.843;-0.833
0,00;0,00;0,07;0;7719731;10070783;10067251;373912759;6711409;647463;2024-11-12 05:43:28.737;0.843;-0.833
0,00;0,00;0,06;0;7706560;10071532;10065770;381700796;6704077;647754;2024-11-12 05:45:42.206;0.844;-0.832
0,00;0,00;0,01;0;7709097;10072754;10069029;379665536;6734784;643463;2024-11-12 05:47:24.366;0.844;-0.831
0,00;0,00;0,00;0;7702887;10071539;10065225;374502909;6690525;650378;2024-11-12 05:49:07.779;0.844;-0.830
0,00;0,00;0,04;0;7710301;10072515;10066210;384460318;6738822;646578;2024-11-12 05:52:32.418;0.844;-0.830
0,00;0,00;0,06;3;7694792;10070064;10070572;373144463;6690581;650984;2024-11-12 05:54:49.056;0.844;-0.829
0,00;0,03;0,02;0;7730110;10071559;10067647;377609297;6717361;651820;2024-11-12 05:55:02.712;0.845;-0.828
0,00;0,03;0,11;0;7698149;10071127;10063032;383531581;6750541;646368;2024-11-12 05:57:15.467;0.845;-0.828
0,00;0,01;0,01;0;7706654;10070764;10080682;369136908;6734586;646122;2024-11-12 05:59:20.465;0.845;-0.827
0,00;0,00;0,05;0;7703657;10071594;10068483;380678118;6768491;653007;2024-11-12 06:02:06.551;0.845;-0.826
0,00;0,00;0,06;0;7712130;10071378;10069979;372904651;6697424;646141;2024-11-12 06:03:56.456;0.845;-0.826
0,00;0,00;0,06;3;7700275;10071632;10061965;381322561;6738799;653990;2024-11-12 06:06:52.024;0.846;-0.825
0,00;0,01;0,14;0;7720707;10070064;10070795;378197317;6703547;650172;2024-11-12 06:08:36.495;0.846;-0.823
0,00;0,00;0,00;0;7707189;10072238;10073609;371636152;6775573;653727;2024-11-12 06:08:45.461;0.846;-0.824
0,00;0,02;0,07;0;7714982;10071055;10063086;377984130;6719925;652626;2024-11-12 06:11:44.920;0.846;-0.823
0,00;0,00;0,05;0;7713457;10072215;10068624;373012164;6780908;650082;2024-11-12 06:13:47.639;0.846;-0.822
0,00;0,00;0,06;0;7705321;10070412;10069455;374863235;6712915;654802;2024-11-12 06:14:40.648;0.847;-0.821
0,00;0,00;0,07;0;7706600;10070089;10063502;379061382;6714818;650344;2024-11-12 06:18:25.956;0.847;-0.821
0,00;0,00;0,03;0;7701326;10070064;10075338;374050762;6783194;653381;2024-11-12 06:20:53.987;0.847;-0.820
0,00;0,00;0,05;0;7704815;10071592;10069761;377618003;6766863;651460;2024-11-12 06:21:38.415;0.847;-0.819
0,00;0,02;0,05;0;7700800;10071221;10074909;373268290;6782027;658295;2024-11-12 06:24:45.463;0.848;-0.818
0,00;0,03;0,04;0;7706267;10073995;10067235;376321271;6779442;651248;2024-11-12 06:24:53.345;0.847;-0.818
0,00;0,01;0,07;1;7705012;10071534;10063762;382482592;6745645;656789;2024-11-12 06:28:13.682;0.848;-0.817
0,00;0,00;0,04;0;7694792;10072167;10070393;378153732;6769207;660429;2024-11-12 06:30:12.571;0.848;-0.816
0,00;0,00;0,00;0;7707034;10071116;10072716;378502646;6795378;659694;2024-11-12 06:30:53.714;0.848;-0.816
0,00;0,00;0,02;0;7704721;10072161;10068386;365059325;6788969;657967;2024-11-12 06:34:12.269;0.848;-0.815
0,00;0,01;0,07;0;7694792;10070737;10071222;374483924;6769870;658004;2024-11-12 06:35:35.793;0.849;-0.814
0,00;0,00;0,11;1;7707416;10071956;10079761;383799802;6796853;653726;2024-11-12 06:37:36.263;0.849;-0.813
0,00;0,00;0,00;0;7707183;10073805;10070106;382512396;6744484;661051;2024-11-12 06:39:00.315;0.849;-0.813
0,00;0,00;0,00;0;7705847;10072400;10068408;376485035;6763832;663039;2024-11-12 06:41:38.324;0.849;-0.812
0,00;0,02;0,09;0;7706165;10073306;10062166;382958335;6755694;657721;2024-11-12 06:42:39.581;0.849;-0.811
0,00;0,00;0,04;2;7709083;10070996;10068270;376830399;6808928;662028;2024-11-12 06:45:19.848;0.850;-0.810
0,00;0,00;0,04;0;7710778;10070670;10069773;373407393;6777617;661188;2024-11-12 06:47:24.702;0.850;-0.810
0,00;0,02;0,10;0;7721216;10070925;10071644;372235826;6819725;662449;2024-11-12 06:48:53.821;0.850;-0.809
0,00;0,02;0,04;0;7699601;10072324;10071421;382261446;6786155;664747;2024-11-12 06:50:43.147;0.850;-0.808
0,00;0,00;0,07;2;7720675;10070619;10064920;377498517;6793148;666248;2024-11-12 06:54:52.107;0.850;-0.808
0,00;0,03;0,12;1;7708984;10070172;10077739;374755412;6772558;665736;2024-11-12 06:55:51.948;0.851;-0.807
0,00;0,00;0,05;0;7705602;10073231;10068776;374607635;6842593;660557;2024-11-12 06:56:50.377;0.851;-0.806
0,00;0,00;0,07;0;7705065;10071963;10068998;388538751;7138107;711073;2024-11-12 07:01:00.252;0.851;-0.805
0,00;0,02;0,04;0;7697705;10071283;10077755;395041438;7100365;709376;2024-11-12 07:01:28.275;0.851;-0.805
0,00;0,03;0,10;0;7709949;10071473;10071379;394889051;7191910;710312;2024-11-12 07:04:53.386;0.851;-0.804
0,00;0,00;0,09;0;7720735;10071447;10060951;384893150;7107399;718250;2024-11-12 07:04:54.885;0.852;-0.803
0,02;0,09;0,06;1;7704820;10071182;10071682;391584144;7123428;714242;2024-11-12 07:07:44.105;0.852;-0.802
0,00;0,02;0,11;0;7711585;10072439;10068236;379657719;7124394;710584;2024-11-12 07:08:31.803;0.852;-0.802
0,00;0,03;0,08;0;7701403;10070943;10067182;386274990;7124279;711185;2024-11-12 07:10:40.388;0.852;-0.801
0,04;0,00;0,04;0;7699134;10071950;10078550;397187691;7159250;719835;2024-11-12 07:12:53.618;0.852;-0.800
0,00;0,06;0,10;0;7701213;10072734;10073519;396856353;7133230;715655;2024-11-12 07:16:35.772;0.853;-0.799
0,00;0,00;0,08;0;7727679;10070935;10082483;388828836;7195309;717110;2024-11-12 07:16:37.807;0.853;-0.799
0,00;0,09;0,07;0;7703494;10072415;10077585;390966897;7216024;712826;2024-11-12 07:19:25.466;0.853;-0.798
0,00;0,00;0,06;0;7717603;10071441;10078434;389457900;7171110;715251;2024-11-12 07:21:04.669;0.853;-0.797
0,00;0,02;0,02;0;7713013;10071065;10078019;400539240;7189134;719195;2024-11-12 07:23:11.203;0.853;-0.796
0,03;0,00;0,04;0;7720513;10073370;10077210;389386368;7198243;716403;2024-11-12 07:26:23.599;0.854;-0.796
0,00;0,03;0,07;3;7722512;10072165;10077527;398878721;7174991;714335;2024-11-12 07:27:48.535;0.854;-0.795
0,04;0,00;0,02;0;7723307;10070944;10081779;390685799;7224204;720402;2024-11-12 07:30:52.614;0.854;-0.794
0,00;0,01;0,07;0;7707967;10071468;10078260;387388573;7173819;724576;2024-11-12 07:32:57.902;0.854;-0.793
0,00;0,00;0,10;0;7721842;10071298;10076054;394042499;7235712;718666;2024-11-12 07:33:45.728;0.854;-0.793
0,00;0,04;0,13;0;7704836;10071357;10076731;385992922;7167193;719716;2024-11-12 07:35:49.216;0.855;-0.792
0,00;0,00;0,08;0;7711127;10071254;10081219;385809115;7164860;726102;2024-11-12 07:38:27.388;0.855;-0.791
0,00;0,00;0,08;0;7706560;10071938;10070661;393281223;7224898;723449;2024-11-12 07:38:43.781;0.855;-0.790
0,01;0,05;0,11;0;7708018;10072283;10083082;382947518;7211021;719897;2024-11-12 07:42:37.557;0.855;-0.790
0,00;0,02;0,06;2;7702439;10073051;10068473;394585409;7202088;723565;2024-11-12 07:44:23.179;0.855;-0.789
0,00;0,06;0,08;0;7723289;10071749;10073793;389612817;7183249;723118;2024-11-12 07:46:10.414;0.856;-0.788
0,05;0,02;0,10;0;7708894;10072320;10084167;390187720;7222286;724093;2024-11-12 07:47:57.660;0.856;-0.787
0,00;0,07;0,12;0;7712873;10072235;10066484;395701475;7168444;727886;2024-11-12 07:50:53.998;0.856;-0.786
0,00;0,04;0,09;3;7715974;10072439;10073339;389441970;7183402;725636;2024-11-12 07:52:30.640;0.856;-0.786
0,00;0,05;0,08;0;7694792;10072873;10079823;398497317;7253871;729473;2024-11-12 07:54:05.280;0.856;-0.785
0,00;0,04;0,08;0;7713441;10072414;10074979;394235342;7262731;727216;2024-11-12 07:56:36.229;0.857;-0.784
0,00;0,03;0,05;0;7728222;10072176;10078671;392390492;7178289;722933;2024-11-12 07:57:25.731;0.857;-0.783
0,00;0,02;0,13;0;7699849;10071725;10078971;393066267;7248723;728241;2024-11-12 07:59:54.559;0.857;-0.783
0,05;0,03;0,07;0;7702167;10072060;10078041;395733722;7558124;776239;2024-11-12 08:01:01.090;0.857;-0.782
0,00;0,05;0,12;0;7713903;10071448;10078465;395504413;7574185;770431;2024-11-12 08:04:09.411;0.857;-0.781
0,00;0,02;0,06;0;7706579;10070140;10085869;399637409;7575169;770954;2024-11-12 08:06:36.233;0.858;-0.780
0,00;0,00;0,06;0;7715573;10074645;10084671;402888904;7558235;771027;2024-11-12 08:07:53.771;0.858;-0.779
0,00;0,02;0,10;0;7699042;10071706;10081449;407774698;7579747;779161;2024-11-12 08:08:46.123;0.858;-0.779
0,00;0,07;0,09;0;7725434;10073596;10081356;402408424;7547964;775133;2024-11-12 08:12:44.605;0.858;-0.778
0,00;0,06;0,12;0;7715097;10071581;10089479;406377761;7503180;772861;2024-11-12 08:14:17.229;0.858;-0.777
0,00;0,01;0,10;0;7701777;10073305;10092828;405293875;7529070;776768;2024-11-12 08:15:02.051;0.859;-0.776
0,00;0,06;0,09;1;7721004;10074086;10077608;397257293;7524665;773539;2024-11-12 08:18:00.623;0.859;-0.776
0,01;0,03;0,07;0;7694792;10075215;10088500;403505689;7538265;781832;2024-11-12 08:19:22.111;0.859;-0.775
0,00;0,00;0,13;0;7724680;10071491;10079908;402732888;7549531;779613;2024-11-12 08:21:47.785;0.859;-0.774
0,00;0,05;0,05;0;7716659;10073156;10070362;399026840;7584348;780156;2024-11-12 08:22:48.937;0.859;-0.773
0,00;0,09;0,10;0;7704344;10074209;10082042;402211256;7546617;778961;2024-11-12 08:24:36.262;0.860;-0.772
0,02;0,01;0,06;0;7709638;10072937;10083706;395578709;7553203;784339;2024-11-12 08:28:18.045;0.860;-0.772
0,00;0,04;0,12;3;7718326;10072591;10083274;402241218;7576389;783622;2024-11-12 08:29:15.201;0.860;-0.771
0,00;0,00;0,04;0;7733215;10070514;10081212;408522941;7582046;783950;2024-11-12 08:31:25.952;0.860;-0.770
0,00;0,00;0,05;1;7719520;10072102;10085451;408271392;7549912;779321;2024-11-12 08:33:07.884;0.860;-0.769
0,00;0,04;0,09;0;7732649;10073429;10090555;401836464;7556226;778861;2024-11-12 08:35:33.903;0.861;-0.768
0,00;0,03;0,08;0;7696771;10072023;10086253;398687699;7575421;782047;2024-11-12 08:38:16.217;0.861;-0.768
0,00;0,01;0,10;0;7707350;10071280;10081810;411646228;7585596;780100;2024-11-12 08:40:55.928;0.861;-0.767
0,00;0,03;0,13;0;7733593;10073095;10089944;412284115;7543615;787923;2024-11-12 08:42:56.540;0.861;-0.766
0,00;0,06;0,05;0;7723074;10072339;10076821;413490497;7561134;778700;2024-11-12 08:44:02.126;0.861;-0.765
0,00;0,00;0,11;0;7726219;10072594;10085913;410060893;7580067;779450;2024-11-12 08:45:12.415;0.862;-0.764
0,00;0,04;0,11;2;7711477;10072697;10078518;399037728;7617357;780556;2024-11-12 08:47:32.235;0.862;-0.764
0,00;0,14;0,08;0;7739153;10073047;10080912;405159159;7576133;789293;2024-11-12 08:49:57.996;0.862;-0.763
0,00;0,00;0,08;0;7736719;10071657;10078471;400952133;7635748;789085;2024-11-12 08:52:31.488;0.862;-0.762
0,00;0,00;0,09;0;7739666;10073052;10078963;403494340;7658132;786616;2024-11-12 08:52:37.970;0.862;-0.761
0,03;0,16;0,10;0;7710958;10073456;10081823;406456387;7656103;789466;2024-11-12 08:55:14.069;0.863;-0.760
0,03;0,09;0,12;0;7715868;10072645;10082145;401784417;7582703;788858;2024-11-12 08:56:32.859;0.863;-0.760
0,00;0,03;0,11;0;7711952;10074445;10084403;407504200;7574605;784199;2024-11-12 08:58:43.373;0.863;-0.759
0,00;0,02;0,07;0;7726628;10074704;10094796;412522520;7898049;827016;2024-11-12 09:02:46.964;0.863;-0.757
0,00;0,00;0,12;0;7728830;10071770;10097413;409634639;7867791;824296;2024-11-12 09:02:56.562;0.863;-0.758
0,00;0,05;0,13;0;7728160;10072603;10086215;415160577;7871767;828003;2024-11-12 09:06:06.227;0.863;-0.756
0,00;0,03;0,11;0;7722417;10072209;10091513;415400925;7868868;829214;2024-11-12 09:07:35.964;0.864;-0.756
0,00;0,06;0,13;0;7714561;10073254;10087504;423681327;7917226;832362;2024-11-12 09:09:11.491;0.864;-0.755
0,05;0,00;0,07;0;7715149;10074817;10084631;419190907;7904260;834147;2024-11-12 09:10:47.800;0.864;-0.754
0,00;0,04;0,11;1;7707494;10073171;10091226;414699651;7868184;830007;2024-11-12 09:12:54.427;0.864;-0.753
0,00;0,00;0,16;0;7710472;10073402;10088509;421437484;7942264;836086;2024-11-12 09:16:25.355;0.864;-0.752
0,07;0,00;0,10;0;7737526;10074058;10092361;405359303;7933699;835472;2024-11-12 09:19:00.493;0.865;-0.751
0,00;0,14;0,12;3;7714354;10073384;10088415;415870176;7929481;832740;2024-11-12 09:19:41.842;0.865;-0.751
0,00;0,03;0,12;0;7729355;10073607;10088092;416258552;7933462;835691;2024-11-12 09:20:59.721;0.865;-0.750
0,00;0,08;0,10;0;7733860;10072337;10089859;415050802;7931498;834317;2024-11-12 09:23:02.295;0.865;-0.749
0,00;0,02;0,11;0;7703963;10072587;10094306;411416921;7910513;829513;2024-11-12 09:26:39.258;0.865;-0.748
0,00;0,09;0,09;0;7719781;10072954;10093879;409040218;7909120;833519;2024-11-12 09:28:31.754;0.866;-0.747
0,05;0,09;0,12;0;7726316;10075065;10095346;409762330;7913948;839510;2024-11-12 09:30:49.985;0.866;-0.746
0,00;0,04;0,08;0;7743786;10071762;10096915;417269817;7953146;839970;2024-11-12 09:31:33.690;0.866;-0.746
0,00;0,15;0,15;0;7728117;10071757;10089108;427358281;7978469;840157;2024-11-12 09:34:21.714;0.866;-0.745
0,00;0,09;0,10;0;7731731;10071872;10091889;421021662;7883305;834360;2024-11-12 09:35:39.074;0.866;-0.744
0,00;0,04;0,09;3;7726277;10072917;10097670;413929217;7954862;841147;2024-11-12 09:36:44.870;0.867;-0.743
0,00;0,05;0,01;0;7718232;10073874;10089087;416670299;7960371;832723;2024-11-12 09:39:48.977;0.867;-0.742
0,00;0,00;0,07;1;7720780;10073162;10089371;415698947;7957665;840744;2024-11-12 09:41:24.471;0.867;-0.741
0,01;0,06;0,04;1;7714858;10072449;10091963;414656929;7965510;839256;2024-11-12 09:43:25.767;0.867;-0.741
0,04;0,10;0,09;0;7722625;10072355;10092823;422013836;7971450;842358;2024-11-12 09:45:22.138;0.867;-0.740
0,00;0,08;0,08;0;7739467;10074346;10100233;421513046;7976675;842926;2024-11-12 09:47:51.914;0.868;-0.739
0,00;0,08;0,13;0;7709972;10074450;10097524;419319451;7913165;836739;2024-11-12 09:50:08.687;0.868;-0.738
0,00;0,05;0,15;0;7713852;10074773;10094799;420298730;7997614;842305;2024-11-12 09:52:34.696;0.868;-0.737
0,01;0,03;0,10;0;7725948;10071645;10100510;418500867;7984954;841847;2024-11-12 09:54:55.022;0.868;-0.736
0,00;0,11;0,13;0;7723682;10073557;10097608;415497184;8002311;840877;2024-11-12 09:55:10.150;0.868;-0.736
0,02;0,09;0,12;0;7717743;10072277;10093664;421925129;7927526;846259;2024-11-12 09:58:42.734;0.869;-0.734
0,01;0,00;0,11;2;7707143;10073164;10099960;419355935;7948092;838535;2024-11-12 09:58:43.966;0.869;-0.735
0,00;0,09;0,17;2;7712468;10072576;10092993;424654434;8193517;872636;2024-11-12 10:02:06.338;0.869;-0.733
0,04;0,09;0,09;0;7729757;10074883;10106157;428479841;8140462;871705;2024-11-12 10:03:56.586;0.869;-0.732
0,00;0,07;0,13;0;7736777;10073238;10097565;419137649;8175888;874754;2024-11-12 10:05:28.199;0.869;-0.731
0,00;0,16;0,11;0;7740953;10073560;10092516;417244344;8155866;875155;2024-11-12 10:08:27.669;0.870;-0.731
0,00;0,11;0,09;0;7719882;10071500;10093303;424927888;8229069;878258;2024-11-12 10:09:36.195;0.870;-0.730
0,00;0,01;0,07;0;7726020;10073589;10102635;418194510;8205730;873641;2024-11-12 10:12:46.643;0.870;-0.729
0,00;0,06;0,11;0;7725968;10074730;10089640;428712729;8215000;874355;2024-11-12 10:13:53.810;0.870;-0.728
0,00;0,04;0,13;1;7750959;10074100;10103228;435902189;8180817;875747;2024-11-12 10:14:58.455;0.870;-0.727
0,00;0,12;0,17;0;7732642;10071920;10092276;430862235;8178890;879988;2024-11-12 10:18:29.570;0.871;-0.726
0,03;0,07;0,08;0;7721359;10074772;10099101;432418600;8175396;877257;2024-11-12 10:20:16.183;0.871;-0.725
0,03;0,08;0,16;0;7710574;10071096;10106768;424065668;8237777;880065;2024-11-12 10:20:39.918;0.871;-0.725
0,00;0,08;0,12;0;7716260;10074546;10102386;435234509;8205132;878289;2024-11-12 10:24:07.036;0.871;-0.724
0,03;0,00;0,10;1;7730182;10074834;10092644;420410191;8193412;883133;2024-11-12 10:26:03.767;0.871;-0.723
0,06;0,12;0,11;3;7721759;10071905;10094372;424668131;8176395;884863;2024-11-12 10:27:39.424;0.872;-0.722
0,00;0,11;0,12;0;7719411;10072862;10086914;433444034;8219733;884608;2024-11-12 10:29:01.050;0.872;-0.721
0,03;0,03;0,10;0;7716543;10071099;10104326;434595338;8204956;883039;2024-11-12 10:31:24.657;0.872;-0.720
0,03;0,11;0,11;0;7744284;10074022;10095626;426566309;8207059;885049;2024-11-12 10:32:31.734;0.872;-0.719
0,00;0,11;0,11;2;7712689;10074069;10097726;428875989;8278875;881313;2024-11-12 10:35:18.690;0.872;-0.718
0,00;0,12;0,16;0;7729837;10073689;10103808;424158253;8266258;882808;2024-11-12 10:37:47.496;0.873;-0.718
0,05;0,09;0,12;0;7725163;10076004;10102126;438869809;8212335;882115;2024-11-12 10:40:30.224;0.873;-0.716
0,00;0,09;0,10;0;7745440;10073780;10088830;434601283;8221822;884128;2024-11-12 10:40:43.366;0.873;-0.717
0,04;0,03;0,16;0;7736862;10074578;10103447;429799255;8262664;881399;2024-11-12 10:44:13.425;0.873;-0.715
0,03;0,08;0,15;0;7729100;10072783;10094665;434201382;8262569;888287;2024-11-12 10:45:28.610;0.873;-0.714
0,00;0,09;0,13;0;7724167;10075158;10095461;423132428;8276507;885611;2024-11-12 10:48:46.718;0.874;-0.713
0,01;0,08;0,10;0;7749905;10073572;10102926;427728867;8291255;888804;2024-11-12 10:50:13.318;0.874;-0.712
0,00;0,09;0,16;3;7747740;10076018;10094021;428869907;8214825;886861;2024-11-12 10:51:53.647;0.874;-0.712
0,05;0,09;0,10;0;7720999;10072592;10097717;432616630;8306423;884489;2024-11-12 10:52:38.997;0.874;-0.711
0,10;0,03;0,20;2;7720129;10073098;10092193;434231804;8277649;892582;2024-11-12 10:55:18.954;0.874;-0.710
0,05;0,11;0,10;0;7735742;10071858;10106739;428315867;8218537;887782;2024-11-12 10:56:39.159;0.875;-0.709
0,03;0,05;0,15;0;7721969;10073086;10091888;436949612;8291104;893827;2024-11-12 10:59:27.461;0.875;-0.708
0,01;0,13;0,13;0;7728421;10073770;10106895;436686292;8418532;912822;2024-11-12 11:01:48.411;0.875;-0.707
0,00;0,09;0,14;0;7710359;10075169;10105043;436489237;8411292;911543;2024-11-12 11:04:03.382;0.875;-0.706
0,03;0,01;0,15;0;7734080;10074060;10105446;429827494;8414296;913991;2024-11-12 11:05:36.878;0.875;-0.705
0,00;0,08;0,17;0;7736600;10072323;10103810;443323430;8393002;908658;2024-11-12 11:07:08.284;0.876;-0.704
0,00;0,11;0,11;0;7737143;10074901;10094498;431688734;8450784;913155;2024-11-12 11:08:55.923;0.876;-0.704
0,07;0,06;0,14;0;7729978;10072888;10103210;443552791;8379324;916481;2024-11-12 11:11:08.797;0.876;-0.703
0,15;0,06;0,09;0;7736613;10074132;10100595;427214048;8410009;912014;2024-11-12 11:14:44.440;0.876;-0.702
0,00;0,12;0,12;1;7734748;10073681;10099549;425436729;8389469;913569;2024-11-12 11:16:49.888;0.876;-0.701
0,13;0,03;0,12;0;7729650;10071778;10098332;438186676;8385360;908677;2024-11-12 11:18:37.249;0.877;-0.700
0,04;0,07;0,11;3;7742585;10073380;10109624;435089042;8433521;918238;2024-11-12 11:19:54.514;0.877;-0.699
0,07;0,09;0,16;0;7728959;10075054;10100737;436011175;8402075;914205;2024-11-12 11:20:50.592;0.877;-0.698
0,06;0,05;0,20;0;7726118;10072934;10107934;438667331;8419623;910130;2024-11-12 11:23:58.649;0.877;-0.697
0,01;0,04;0,13;1;7730774;10073041;10094394;438116294;8404329;920187;2024-11-12 11:25:50.261;0.877;-0.696
0,07;0,05;0,15;0;7735340;10074364;10097880;443064160;8420860;912303;2024-11-12 11:27:14.238;0.878;-0.696
0,05;0,05;0,14;0;7725246;10074853;10108719;436761011;8477815;918425;2024-11-12 11:30:57.156;0.878;-0.695
0,00;0,00;0,10;0;7719266;10073634;10103433;436939913;8446522;916092;2024-11-12 11:31:31.924;0.878;-0.694
0,00;0,05;0,12;3;7718498;10074057;10090470;433624988;8436283;919011;2024-11-12 11:34:23.565;0.878;-0.693
0,12;0,08;0,05;0;7740058;10075465;10102598;427375690;8498390;915201;2024-11-12 11:34:34.659;0.878;-0.692
0,02;0,02;0,19;0;7713216;10073452;10101896;434676019;8484816;915606;2024-11-12 11:38:55.935;0.879;-0.691
0,06;0,06;0,08;0;7704992;10072165;10110143;429751125;8492903;916502;2024-11-12 11:40:00.599;0.879;-0.690
