fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at
0,04;0,27;0,27;0;7922135;10093200;10312850;647053929;19097866;1822694;2024-11-08 02:00:29.873
0,08;0,21;0,27;0;7921226;10093189;10313275;647307825;19095720;1822591;2024-11-08 02:02:01.700
0,52;0,18;0,14;0;7918751;10093173;10313381;647228068;19097783;1822522;2024-11-08 02:02:49.730
0,28;0,21;0,26;0;7924399;10093132;10313682;647313636;19097901;1822639;2024-11-08 02:06:51.259
0,41;0,18;0,25;0;7919917;10093164;10312608;647348407;19096751;1822548;2024-11-08 02:07:31.841
0,21;0,26;0,26;2;7912360;10093165;10313416;647125582;19095966;1822584;2024-11-08 02:10:01.086
0,26;0,14;0,27;1;7921480;10093238;10313706;647561696;19099072;1822630;2024-11-08 02:11:56.038
0,16;0,23;0,26;0;7917795;10093182;10312792;647221737;19095033;1822718;2024-11-08 02:14:30.909
0,19;0,18;0,23;0;7923060;10093220;10313131;647539714;19097583;1822723;2024-11-08 02:14:51.014
0,30;0,16;0,27;2;7922220;10093179;10313993;647392516;19097319;1822607;2024-11-08 02:18:52.465
0,29;0,28;0,22;0;7918131;10093121;10312346;646942965;19095354;1822672;2024-11-08 02:19:25.358
0,05;0,26;0,28;0;7916582;10093195;10313276;647273526;19095359;1822584;2024-11-08 02:20:35.778
0,34;0,24;0,21;0;7918091;10093200;10313466;647236602;19095524;1822666;2024-11-08 02:23:16.347
0,32;0,39;0,28;0;7919349;10093163;10313171;647397748;19096166;1822557;2024-11-08 02:26:32.175
0,21;0,29;0,25;0;7922605;10093232;10313112;647211237;19098521;1822643;2024-11-08 02:26:46.912
0,29;0,19;0,17;2;7920331;10093224;10313516;647638412;19096910;1822713;2024-11-08 02:29:09.806
0,16;0,35;0,26;2;7910978;10093163;10314014;647155891;19096968;1822664;2024-11-08 02:31:04.801
0,19;0,14;0,23;0;7922448;10093229;10313475;647419796;19098846;1822688;2024-11-08 02:34:35.169
0,08;0,13;0,26;0;7919897;10093193;10313094;647045045;19097222;1822702;2024-11-08 02:34:49.627
0,24;0,31;0,25;0;7925226;10093176;10312650;647336864;19096041;1822644;2024-11-08 02:38:20.165
0,26;0,21;0,29;0;7919483;10093167;10313477;647548597;19097711;1822708;2024-11-08 02:38:58.624
0,12;0,13;0,27;0;7916820;10093157;10313233;647631448;19096255;1822618;2024-11-08 02:40:50.654
0,23;0,27;0,19;0;7921792;10093253;10313253;647431120;19099127;1822723;2024-11-08 02:43:35.367
0,00;0,21;0,21;0;7915516;10093219;10313168;647522981;19098833;1822716;2024-11-08 02:45:37.442
0,01;0,15;0,21;2;7922604;10093200;10313458;647310840;19096590;1822660;2024-11-08 02:48:08.201
0,41;0,14;0,16;0;7921030;10093298;10313359;647094731;19097852;1822730;2024-11-08 02:50:05.395
0,14;0,23;0,22;1;7920920;10093261;10313151;647544587;19096623;1822631;2024-11-08 02:52:12.776
0,00;0,17;0,23;0;7921327;10093268;10313320;647247550;19097445;1822768;2024-11-08 02:53:21.544
0,16;0,13;0,27;1;7919666;10093125;10313311;647374735;19099334;1822680;2024-11-08 02:56:33.559
0,33;0,18;0,23;1;7921879;10093241;10313315;647337808;19097757;1822585;2024-11-08 02:57:33.723
0,22;0,24;0,23;0;7916633;10093191;10313372;647200098;19096827;1822767;2024-11-08 03:00:44.253
0,26;0,24;0,27;0;7918619;10093187;10313753;647331941;19097074;1822639;2024-11-08 03:00:51.431
0,34;0,25;0,15;0;7918428;10093219;10313791;647624745;19101280;1822626;2024-11-08 03:03:49.233
0,25;0,41;0,31;2;7921200;10093190;10313381;647091955;19099444;1822634;2024-11-08 03:04:55.625
0,22;0,35;0,28;0;7920505;10093174;10314271;647207761;19099125;1822615;2024-11-08 03:08:17.701
0,33;0,19;0,15;2;7919545;10093243;10313071;647425509;19098781;1822746;2024-11-08 03:08:30.379
0,25;0,13;0,21;1;7924991;10093181;10312938;647153820;19101816;1822742;2024-11-08 03:11:51.872
0,28;0,23;0,22;0;7921887;10093242;10312788;647524320;19101216;1822740;2024-11-08 03:14:43.698
0,18;0,34;0,20;0;7921300;10093228;10312964;647162167;19099130;1822640;2024-11-08 03:15:43.806
0,28;0,15;0,26;0;7921390;10093191;10313624;647539553;19099655;1822599;2024-11-08 03:17:08.512
0,37;0,12;0,20;0;7914398;10093236;10312542;646881620;19101480;1822655;2024-11-08 03:20:43.252
0,29;0,27;0,31;0;7922237;10093157;10312847;647552617;19101354;1822632;2024-11-08 03:21:17.324
0,14;0,24;0,19;0;7921752;10093234;10312993;646980299;19099021;1822753;2024-11-08 03:22:57.866
0,33;0,15;0,25;0;7916996;10093189;10313983;647332861;19097889;1822763;2024-11-08 03:26:53.565
0,13;0,30;0,27;0;7923844;10093168;10313144;647426538;19099844;1822688;2024-11-08 03:28:02.129
0,17;0,23;0,17;1;7926057;10093234;10313963;647375082;19100220;1822738;2024-11-08 03:30:13.750
0,39;0,35;0,14;1;7923180;10093199;10312652;647292406;19099370;1822741;2024-11-08 03:32:45.459
0,30;0,07;0,39;0;7919082;10093121;10312955;647158024;19098238;1822656;2024-11-08 03:32:55.281
0,35;0,18;0,24;1;7913667;10093211;10313603;647260311;19099440;1822728;2024-11-08 03:36:18.279
0,34;0,16;0,32;1;7922756;10093253;10313167;647362768;19101871;1822699;2024-11-08 03:37:56.648
0,20;0,33;0,19;0;7925042;10093227;10313522;647087738;19098234;1822702;2024-11-08 03:39:11.215
0,28;0,44;0,21;1;7917635;10093320;10313662;647225285;19101929;1822710;2024-11-08 03:41:04.851
0,06;0,33;0,24;0;7913344;10093118;10312457;647069288;19101313;1822631;2024-11-08 03:44:08.114
0,28;0,33;0,24;0;7923683;10093292;10312116;647178235;19101486;1822716;2024-11-08 03:45:36.282
0,33;0,09;0,29;0;7924314;10093220;10312868;647156059;19098809;1822641;2024-11-08 03:47:11.273
0,31;0,17;0,25;0;7917802;10093180;10313052;647783659;19102290;1822700;2024-11-08 03:50:29.138
0,15;0,29;0,24;0;7920605;10093189;10313274;647128632;19099225;1822743;2024-11-08 03:52:45.359
0,22;0,15;0,27;1;7918291;10093267;10314001;647235068;19103301;1822800;2024-11-08 03:53:29.763
0,18;0,31;0,17;0;7919947;10093307;10313260;647018141;19100146;1822759;2024-11-08 03:55:36.669
0,22;0,07;0,38;0;7912602;10093179;10313908;647179345;19103357;1822714;2024-11-08 03:57:37.912
0,35;0,19;0,21;2;7922751;10093203;10313189;647095127;19101588;1822811;2024-11-08 03:59:13.852
0,16;0,19;0,21;0;7921255;10093230;10313542;646813267;19100525;1822703;2024-11-08 04:01:26.571
0,18;0,23;0,22;0;7916718;10093219;10313312;647368406;19101318;1822780;2024-11-08 04:03:40.220
0,21;0,26;0,18;0;7920309;10093261;10313097;647525118;19099272;1822646;2024-11-08 04:05:19.579
0,22;0,23;0,27;1;7921179;10093123;10313839;647361240;19100760;1822669;2024-11-08 04:08:49.984
0,22;0,22;0,25;1;7916569;10093164;10312478;647109947;19103137;1822708;2024-11-08 04:09:59.493
0,21;0,39;0,21;1;7924194;10093137;10313411;647250847;19103431;1822834;2024-11-08 04:10:33.255
0,22;0,21;0,27;0;7914890;10093243;10313621;647284584;19104222;1822698;2024-11-08 04:12:37.216
0,26;0,21;0,12;1;7919757;10093167;10313479;647372487;19102175;1822795;2024-11-08 04:15:55.347
0,20;0,19;0,26;0;7922419;10093075;10313277;647040769;19103309;1822700;2024-11-08 04:18:15.750
0,49;0,26;0,21;2;7921880;10093214;10313445;647201436;19101104;1822713;2024-11-08 04:20:42.728
0,28;0,38;0,22;0;7919967;10093218;10312460;647222161;19102370;1822787;2024-11-08 04:21:49.704
0,21;0,36;0,23;1;7924318;10093158;10313032;647361773;19102103;1822726;2024-11-08 04:24:51.785
0,20;0,15;0,22;0;7915299;10093257;10312396;647651304;19103528;1822693;2024-11-08 04:26:49.215
0,20;0,26;0,32;2;7918013;10093178;10313519;647393862;19102600;1822749;2024-11-08 04:26:50.727
0,06;0,20;0,24;0;7922838;10093185;10313193;647270898;19100643;1822839;2024-11-08 04:29:01.431
0,17;0,26;0,33;1;7920753;10093120;10312762;647517390;19104546;1822846;2024-11-08 04:32:55.734
0,23;0,20;0,31;0;7923646;10093160;10314558;647312340;19102859;1822681;2024-11-08 04:33:55.614
0,14;0,21;0,32;1;7917827;10093246;10313348;647229328;19104923;1822763;2024-11-08 04:35:23.597
0,13;0,18;0,24;0;7916408;10093288;10313426;647310115;19105191;1822765;2024-11-08 04:37:13.167
0,33;0,18;0,24;0;7915311;10093197;10313266;647438743;19102281;1822737;2024-11-08 04:39:37.411
0,27;0,28;0,30;0;7918181;10093177;10313297;647045220;19101063;1822738;2024-11-08 04:42:34.779
0,22;0,26;0,26;0;7914708;10093154;10313265;647591953;19104063;1822780;2024-11-08 04:43:04.295
0,17;0,26;0,18;0;7918294;10093138;10312754;647401420;19100710;1822747;2024-11-08 04:45:46.274
0,12;0,10;0,35;1;7918271;10093181;10312496;647442941;19104404;1822821;2024-11-08 04:47:56.336
0,30;0,44;0,19;0;7916062;10093252;10313238;647406707;19105362;1822811;2024-11-08 04:48:33.890
0,33;0,19;0,12;1;7921435;10093246;10314485;647290074;19103203;1822863;2024-11-08 04:52:31.074
0,08;0,20;0,28;1;7916659;10093170;10313047;647648733;19105595;1822773;2024-11-08 04:53:17.943
0,23;0,34;0,17;0;7918834;10093152;10313374;647210829;19102047;1822790;2024-11-08 04:55:02.711
0,20;0,25;0,27;2;7921749;10093185;10312987;647359017;19104129;1822817;2024-11-08 04:58:29.260
0,16;0,34;0,18;1;7915393;10093160;10312123;647150405;19105995;1822883;2024-11-08 05:00:29.807
0,37;0,20;0,29;0;7913741;10093212;10313291;647067571;19102003;1822758;2024-11-08 05:01:15.604
0,45;0,14;0,28;2;7920005;10093165;10312700;647586961;19105101;1822709;2024-11-08 05:03:57.163
0,05;0,14;0,16;1;7923910;10093149;10314154;647422264;19102761;1822728;2024-11-08 05:04:49.354
0,09;0,24;0,24;0;7923261;10093232;10313813;647262178;19105044;1822762;2024-11-08 05:08:02.144
0,07;0,31;0,16;0;7918096;10093160;10312991;647808169;19102531;1822809;2024-11-08 05:09:43.481
0,31;0,30;0,21;0;7920269;10093192;10313350;647170370;19103619;1822721;2024-11-08 05:10:36.262
0,21;0,13;0,29;0;7922162;10093204;10313438;647613259;19105620;1822886;2024-11-08 05:13:15.685
0,33;0,12;0,21;0;7925619;10093241;10313607;647427596;19103827;1822862;2024-11-08 05:15:42.410
0,36;0,27;0,27;0;7917769;10093208;10312195;647473535;19104926;1822828;2024-11-08 05:17:50.626
0,08;0,33;0,16;0;7924114;10093175;10313603;646881798;19102983;1822828;2024-11-08 05:18:32.846
0,15;0,36;0,21;1;7920408;10093235;10314014;647284627;19102547;1822772;2024-11-08 05:22:02.189
0,05;0,21;0,20;1;7916683;10093185;10314073;647390809;19104766;1822793;2024-11-08 05:24:48.283
0,34;0,11;0,12;2;7920900;10093298;10313811;647361131;19102474;1822819;2024-11-08 05:24:58.899
0,23;0,34;0,24;1;7923972;10093164;10314027;647241288;19104689;1822757;2024-11-08 05:28:02.233
0,16;0,19;0,16;0;7921616;10093344;10314048;647406851;19106795;1822825;2024-11-08 05:28:58.672
0,16;0,33;0,15;0;7924320;10093180;10313304;647481066;19105978;1822882;2024-11-08 05:31:26.718
0,03;0,12;0,24;1;7920530;10093254;10312998;647399558;19104538;1822756;2024-11-08 05:32:54.496
0,34;0,23;0,33;0;7920836;10093142;10313421;647931780;19105904;1822864;2024-11-08 05:36:54.754
0,32;0,25;0,28;0;7919853;10093231;10313327;647648025;19107542;1822858;2024-11-08 05:38:29.536
0,25;0,28;0,20;0;7920751;10093177;10313985;647139975;19104109;1822912;2024-11-08 05:39:07.646
0,28;0,38;0,30;0;7919104;10093151;10313758;647301758;19103182;1822829;2024-11-08 05:40:43.001
0,10;0,33;0,19;0;7916398;10093189;10313817;647213806;19103196;1822818;2024-11-08 05:44:57.530
0,16;0,30;0,26;2;7919337;10093185;10313653;647459937;19104367;1822856;2024-11-08 05:46:36.065
0,25;0,33;0,19;0;7919086;10093260;10313433;647647970;19103887;1822829;2024-11-08 05:46:42.110
0,16;0,24;0,27;0;7918840;10093189;10312799;647314553;19104309;1822886;2024-11-08 05:50:34.578
0,19;0,34;0,18;0;7921134;10093183;10313843;647310375;19105152;1822784;2024-11-08 05:52:25.168
0,31;0,21;0,15;0;7926255;10093170;10313556;647174368;19104754;1822822;2024-11-08 05:54:20.337
0,14;0,14;0,33;1;7920372;10093182;10312746;647081434;19103755;1822794;2024-11-08 05:55:55.778
0,32;0,15;0,39;0;7915826;10093258;10313996;647728757;19106065;1822810;2024-11-08 05:58:33.895
0,22;0,20;0,30;1;7919127;10093202;10313785;647141182;19107914;1822939;2024-11-08 06:00:05.170
0,25;0,17;0,26;0;7924508;10093223;10312783;647551520;19107929;1822779;2024-11-08 06:02:20.073
0,22;0,30;0,14;0;7916320;10093105;10313841;647203543;19103612;1822931;2024-11-08 06:04:12.544
0,22;0,17;0,19;2;7915492;10093219;10313561;647505537;19108117;1822806;2024-11-08 06:05:05.090
0,17;0,23;0,30;0;7921624;10093219;10313007;647537463;19108016;1822924;2024-11-08 06:08:38.012
0,20;0,24;0,16;2;7915708;10093209;10314620;647285123;19104811;1822799;2024-11-08 06:09:54.322
0,41;0,23;0,20;0;7921554;10093189;10313887;647366948;19106878;1822810;2024-11-08 06:12:03.416
0,24;0,18;0,16;0;7924407;10093235;10313184;647568850;19107727;1822861;2024-11-08 06:13:49.591
0,30;0,30;0,26;2;7916425;10093215;10313563;647631146;19107561;1822965;2024-11-08 06:16:52.298
0,38;0,04;0,32;0;7920086;10093239;10313009;647332711;19105063;1822858;2024-11-08 06:17:27.060
0,10;0,30;0,24;1;7919918;10093246;10313847;647274646;19105498;1822919;2024-11-08 06:19:46.981
0,35;0,19;0,24;0;7919510;10093260;10313323;647745930;19104667;1822808;2024-11-08 06:20:33.627
0,19;0,31;0,22;0;7921012;10093221;10313933;647451845;19107405;1822812;2024-11-08 06:23:44.416
0,19;0,24;0,33;0;7922874;10093241;10313236;647490899;19105968;1822883;2024-11-08 06:25:42.626
0,20;0,30;0,21;1;7916851;10093216;10313371;647599694;19106248;1822856;2024-11-08 06:27:43.606
0,26;0,32;0,25;2;7919754;10093236;10313024;647068062;19108151;1822813;2024-11-08 06:28:32.443
0,28;0,26;0,28;1;7925321;10093238;10313614;647392552;19105489;1822948;2024-11-08 06:31:42.276
0,18;0,39;0,26;0;7913106;10093286;10313943;647786203;19105222;1822818;2024-11-08 06:34:54.979
0,29;0,28;0,25;0;7919854;10093213;10312944;647515637;19106392;1822899;2024-11-08 06:36:19.544
0,08;0,15;0,22;0;7923127;10093285;10314205;647761256;19104938;1822797;2024-11-08 06:38:21.402
0,03;0,31;0,26;0;7921854;10093141;10313204;647420326;19107664;1822876;2024-11-08 06:39:52.423
0,26;0,22;0,24;1;7915280;10093125;10313303;647525257;19108454;1822806;2024-11-08 06:40:41.899
0,30;0,17;0,29;0;7920623;10093235;10313818;647678833;19107321;1822817;2024-11-08 06:44:33.690
0,29;0,22;0,23;0;7921284;10093173;10313506;647585861;19105152;1822910;2024-11-08 06:46:08.054
0,24;0,11;0,22;0;7922470;10093189;10313216;647542899;19107769;1822923;2024-11-08 06:47:31.512
0,11;0,33;0,14;0;7922162;10093163;10313337;647495202;19106717;1822982;2024-11-08 06:50:32.193
0,25;0,27;0,20;1;7920894;10093148;10313636;646759677;19106738;1822996;2024-11-08 06:51:11.784
0,26;0,21;0,17;2;7921680;10093241;10313147;646941647;19109573;1822966;2024-11-08 06:52:31.095
0,32;0,08;0,22;0;7922162;10093245;10313236;647437599;19106003;1822865;2024-11-08 06:54:36.320
0,32;0,29;0,17;0;7921596;10093147;10313481;647383038;19106596;1823005;2024-11-08 06:57:41.437
0,14;0,29;0,22;1;7925251;10093186;10312892;647503881;19106200;1822952;2024-11-08 07:00:43.677
0,21;0,23;0,29;0;7921986;10093246;10313904;647363887;19110360;1822952;2024-11-08 07:02:20.290
0,16;0,23;0,22;0;7917188;10093224;10313613;647397651;19106318;1822921;2024-11-08 07:02:58.455
0,16;0,24;0,23;0;7921437;10093259;10313380;647428682;19106869;1822952;2024-11-08 07:06:25.535
0,25;0,22;0,36;0;7922467;10093270;10313343;647326241;19109688;1822848;2024-11-08 07:08:05.232
0,23;0,33;0,21;1;7917574;10093346;10314025;647399971;19108700;1822865;2024-11-08 07:10:28.821
0,24;0,15;0,27;1;7916478;10093258;10312848;647850212;19106448;1822953;2024-11-08 07:11:40.504
0,39;0,38;0,26;0;7921852;10093194;10313197;647488953;19106531;1822852;2024-11-08 07:13:38.075
0,35;0,25;0,33;0;7919134;10093133;10313626;647494155;19110369;1822980;2024-11-08 07:15:50.798
0,23;0,27;0,23;1;7918510;10093217;10312656;647584140;19108831;1822996;2024-11-08 07:17:35.873
0,17;0,36;0,27;0;7926904;10093236;10313822;647346326;19107240;1823036;2024-11-08 07:19:37.990
0,35;0,17;0,20;1;7924919;10093145;10314422;647378525;19111479;1822927;2024-11-08 07:21:47.968
0,31;0,27;0,30;0;7927520;10093243;10312823;647291111;19106873;1823010;2024-11-08 07:24:43.514
0,33;0,35;0,28;2;7920429;10093253;10313803;647212144;19110362;1823036;2024-11-08 07:26:11.682
0,38;0,30;0,16;0;7926370;10093234;10313866;647690779;19106863;1822861;2024-11-08 07:27:55.993
0,25;0,10;0,21;0;7917509;10093222;10315062;647168901;19111641;1822982;2024-11-08 07:29:18.464
0,21;0,36;0,18;0;7922531;10093271;10314268;647315623;19109858;1822942;2024-11-08 07:32:49.243
0,00;0,21;0,23;0;7918139;10093167;10314016;647324340;19110863;1822902;2024-11-08 07:32:58.664
0,06;0,24;0,21;0;7917209;10093147;10313213;647466209;19110573;1822967;2024-11-08 07:35:48.792
0,10;0,38;0,22;1;7913442;10093211;10313886;647269925;19108197;1822889;2024-11-08 07:36:57.452
0,01;0,13;0,28;0;7921509;10093166;10313839;647528528;19112096;1822898;2024-11-08 07:40:13.526
0,35;0,16;0,32;0;7920681;10093217;10312833;647591990;19108353;1823033;2024-11-08 07:42:33.271
0,21;0,24;0,21;0;7926990;10093221;10312834;647257015;19107416;1822961;2024-11-08 07:42:42.639
0,30;0,36;0,25;0;7924547;10093207;10314339;647530726;19108179;1822910;2024-11-08 07:45:13.262
0,25;0,22;0,29;0;7920376;10093213;10314230;648106081;19108485;1823025;2024-11-08 07:47:59.860
0,17;0,32;0,14;0;7920029;10093194;10313991;647337266;19108696;1822921;2024-11-08 07:49:08.364
0,12;0,27;0,14;0;7922680;10093271;10313560;647358578;19111368;1822979;2024-11-08 07:51:06.328
0,20;0,29;0,18;0;7925601;10093183;10313624;647190677;19109080;1822900;2024-11-08 07:53:05.750
0,26;0,36;0,16;0;7922246;10093115;10314410;647621820;19108028;1822888;2024-11-08 07:55:09.780
0,14;0,23;0,26;0;7922052;10093146;10313801;647533381;19109686;1822895;2024-11-08 07:57:34.674
0,12;0,10;0,24;0;7922113;10093183;10312361;647414604;19109333;1823011;2024-11-08 08:00:43.494
0,20;0,37;0,21;2;7921551;10093169;10313910;647435160;19110294;1823021;2024-11-08 08:01:31.901
0,33;0,23;0,20;0;7921719;10093270;10314439;647533618;19110581;1822902;2024-11-08 08:04:33.105
0,29;0,24;0,21;0;7920310;10093228;10314116;647581238;19109817;1823046;2024-11-08 08:05:35.399
0,13;0,19;0,18;1;7922126;10093199;10314090;647168450;19109024;1823064;2024-11-08 08:08:10.009
0,15;0,30;0,21;0;7924225;10093279;10313886;647625683;19112222;1822942;2024-11-08 08:09:45.187
0,05;0,35;0,16;1;7920332;10093196;10312973;647629335;19111987;1823073;2024-11-08 08:12:32.430
0,12;0,17;0,22;0;7917968;10093096;10313945;647452112;19112646;1823064;2024-11-08 08:14:17.282
0,29;0,13;0,24;0;7918401;10093279;10313995;647188715;19109796;1823018;2024-11-08 08:16:07.035
0,24;0,23;0,27;0;7923666;10093177;10313924;647733941;19113587;1822951;2024-11-08 08:16:32.468
0,11;0,21;0,28;0;7924304;10093181;10314203;647618523;19111208;1822933;2024-11-08 08:18:47.970
0,30;0,23;0,17;0;7921682;10093218;10313347;647573839;19108973;1822972;2024-11-08 08:22:02.332
0,00;0,15;0,32;1;7927126;10093180;10313379;647457842;19112324;1822973;2024-11-08 08:24:19.666
0,35;0,22;0,24;1;7918229;10093331;10313842;647863311;19111792;1822947;2024-11-08 08:25:57.859
0,07;0,19;0,29;0;7919721;10093134;10313857;647601659;19111900;1823038;2024-11-08 08:27:26.725
0,26;0,30;0,26;0;7918178;10093105;10312927;647419372;19112437;1823059;2024-11-08 08:30:14.668
0,16;0,24;0,23;0;7925248;10093231;10312858;647670137;19113680;1823086;2024-11-08 08:32:08.711
0,07;0,12;0,20;2;7926750;10093176;10313426;647413495;19109858;1823071;2024-11-08 08:33:28.738
0,23;0,19;0,25;2;7920795;10093131;10313298;647730411;19111923;1823023;2024-11-08 08:35:18.609
0,28;0,15;0,19;0;7921902;10093228;10313462;647719667;19113288;1822971;2024-11-08 08:37:46.410
0,30;0,22;0,35;2;7916072;10093231;10313633;647914854;19112093;1823070;2024-11-08 08:38:57.191
0,06;0,29;0,20;0;7919479;10093208;10313661;647828186;19112456;1823018;2024-11-08 08:42:15.038
0,34;0,24;0,17;0;7921502;10093141;10313875;647553315;19113261;1823017;2024-11-08 08:43:58.829
0,32;0,21;0,19;0;7921137;10093160;10312998;647333681;19113837;1823049;2024-11-08 08:46:05.974
0,21;0,25;0,26;0;7919441;10093109;10312942;647430415;19114207;1822986;2024-11-08 08:47:45.598
0,20;0,31;0,24;0;7922981;10093238;10314173;647487852;19110171;1823034;2024-11-08 08:50:48.147
0,14;0,27;0,27;1;7921447;10093105;10314278;647614621;19114259;1823105;2024-11-08 08:52:24.650
0,28;0,43;0,29;1;7918039;10093153;10314068;647296152;19113915;1822934;2024-11-08 08:54:57.307
0,05;0,10;0,23;0;7918338;10093243;10314255;647570757;19111783;1823058;2024-11-08 08:55:35.762
0,24;0,26;0,24;0;7919340;10093271;10314732;647761794;19111011;1822977;2024-11-08 08:57:40.256
0,03;0,22;0,34;0;7919548;10093250;10314707;647849457;19112051;1822949;2024-11-08 09:00:25.114
0,16;0,13;0,18;0;7922587;10093126;10313697;647585931;19111288;1823082;2024-11-08 09:02:20.475
0,18;0,18;0,22;0;7920920;10093155;10313500;647169273;19114683;1822962;2024-11-08 09:02:54.624
0,00;0,15;0,30;0;7926724;10093242;10313832;647485400;19113224;1823072;2024-11-08 09:04:51.019
0,25;0,42;0,27;1;7920795;10093191;10314466;647393483;19115118;1822983;2024-11-08 09:08:03.280
0,31;0,31;0,27;0;7920024;10093250;10313341;647866727;19112542;1823080;2024-11-08 09:09:50.999
0,00;0,09;0,26;0;7923129;10093251;10313665;647572391;19111025;1823117;2024-11-08 09:12:24.515
